"Nível","Cód.","Unidade da Federação","População Residente - 2019"
"MU","4320404","Serafina Corrêa (RS)","17502"
"MU","4320453","Sério (RS)","1962"
"MU","4320503","Sertão (RS)","5415"
"MU","4320552","Sertão Santana (RS)","6486"
"MU","4320578","Sete de Setembro (RS)","1970"
"MU","4320602","Severiano de Almeida (RS)","3657"
"MU","4320651","Silveira Martins (RS)","2384"
"MU","4320677","Sinimbu (RS)","10172"
"MU","4320701","Sobradinho (RS)","14967"
"MU","4320800","Soledade (RS)","31002"
"MU","4320859","Tabaí (RS)","4719"
"MU","4320909","Tapejara (RS)","24111"
"MU","4321006","Tapera (RS)","10584"
"MU","4321105","Tapes (RS)","17300"
"MU","4321204","Taquara (RS)","57466"
"MU","4321303","Taquari (RS)","26862"
"MU","4321329","Taquaruçu do Sul (RS)","3072"
"MU","4321352","Tavares (RS)","5481"
"MU","4321402","Tenente Portela (RS)","13485"
"MU","4321436","Terra de Areia (RS)","11204"
"MU","4321451","Teutônia (RS)","33232"
"MU","4321469","Tio Hugo (RS)","3030"
"MU","4321477","Tiradentes do Sul (RS)","5704"
"MU","4321493","Toropi (RS)","2806"
"MU","4321501","Torres (RS)","38732"
"MU","4321600","Tramandaí (RS)","51715"
"MU","4321626","Travesseiro (RS)","2336"
"MU","4321634","Três Arroios (RS)","2668"
"MU","4321667","Três Cachoeiras (RS)","11053"
"MU","4321709","Três Coroas (RS)","28220"
"MU","4321808","Três de Maio (RS)","23906"
"MU","4321832","Três Forquilhas (RS)","2697"
"MU","4321857","Três Palmeiras (RS)","4271"
"MU","4321907","Três Passos (RS)","23906"
"MU","4321956","Trindade do Sul (RS)","5802"
"MU","4322004","Triunfo (RS)","29538"
"MU","4322103","Tucunduva (RS)","5678"
"MU","4322152","Tunas (RS)","4569"
"MU","4322186","Tupanci do Sul (RS)","1472"
"MU","4322202","Tupanciretã (RS)","23948"
"MU","4322251","Tupandi (RS)","4855"
"MU","4322301","Tuparendi (RS)","7893"
"MU","4322327","Turuçu (RS)","3438"
"MU","4322343","Ubiretama (RS)","2015"
"MU","4322350","União da Serra (RS)","1154"
"MU","4322376","Unistalda (RS)","2338"
"MU","4322400","Uruguaiana (RS)","126970"
"MU","4322509","Vacaria (RS)","66218"
"MU","4322525","Vale Verde (RS)","3497"
"MU","4322533","Vale do Sol (RS)","11781"
"MU","4322541","Vale Real (RS)","5913"
"MU","4322558","Vanini (RS)","2113"
"MU","4322608","Venâncio Aires (RS)","71554"
"MU","4322707","Vera Cruz (RS)","26863"
"MU","4322806","Veranópolis (RS)","26241"
"MU","4322855","Vespasiano Corrêa (RS)","1815"
"MU","4322905","Viadutos (RS)","4756"
"MU","4323002","Viamão (RS)","255224"
"MU","4323101","Vicente Dutra (RS)","4670"
"MU","4323200","Victor Graeff (RS)","2882"
"MU","4323309","Vila Flores (RS)","3385"
"MU","4323358","Vila Lângaro (RS)","2091"
"MU","4323408","Vila Maria (RS)","4358"
"MU","4323457","Vila Nova do Sul (RS)","4280"
"MU","4323507","Vista Alegre (RS)","2752"
"MU","4323606","Vista Alegre do Prata (RS)","1561"
"MU","4323705","Vista Gaúcha (RS)","2851"
"MU","4323754","Vitória das Missões (RS)","3133"
"MU","4323770","Westfália (RS)","3014"
"MU","4323804","Xangri-lá (RS)","16408"
"MU","5000203","Água Clara (MS)","15522"
"MU","5000252","Alcinópolis (MS)","5343"
"MU","5000609","Amambai (MS)","39396"
"MU","5000708","Anastácio (MS)","25135"
"MU","5000807","Anaurilândia (MS)","9035"
"MU","5000856","Angélica (MS)","10780"
"MU","5000906","Antônio João (MS)","8956"
"MU","5001003","Aparecida do Taboado (MS)","25745"
"MU","5001102","Aquidauana (MS)","47871"
"MU","5001243","Aral Moreira (MS)","12149"
"MU","5001508","Bandeirantes (MS)","6788"
"MU","5001904","Bataguassu (MS)","23024"
"MU","5002001","Batayporã (MS)","11329"
"MU","5002100","Bela Vista (MS)","24629"
"MU","5002159","Bodoquena (MS)","7875"
"MU","5002209","Bonito (MS)","21976"
"MU","5002308","Brasilândia (MS)","11872"
"MU","5002407","Caarapó (MS)","30174"
"MU","5002605","Camapuã (MS)","13711"
"MU","5002704","Campo Grande (MS)","895982"
"MU","5002803","Caracol (MS)","6116"
"MU","5002902","Cassilândia (MS)","21939"
"MU","5002951","Chapadão do Sul (MS)","25218"
"MU","5003108","Corguinho (MS)","5947"
"MU","5003157","Coronel Sapucaia (MS)","15253"
"MU","5003207","Corumbá (MS)","111435"
"MU","5003256","Costa Rica (MS)","20823"
"MU","5003306","Coxim (MS)","33543"
"MU","5003454","Deodápolis (MS)","12924"
"MU","5003488","Dois Irmãos do Buriti (MS)","11385"
"MU","5003504","Douradina (MS)","5924"
"MU","5003702","Dourados (MS)","222949"
"MU","5003751","Eldorado (MS)","12353"
"MU","5003801","Fátima do Sul (MS)","19189"
"MU","5003900","Figueirão (MS)","3051"
"MU","5004007","Glória de Dourados (MS)","9965"
"MU","5004106","Guia Lopes da Laguna (MS)","9895"
"MU","5004304","Iguatemi (MS)","16078"
"MU","5004403","Inocência (MS)","7610"
"MU","5004502","Itaporã (MS)","24839"
"MU","5004601","Itaquiraí (MS)","21142"
"MU","5004700","Ivinhema (MS)","23187"
"MU","5004809","Japorã (MS)","9110"
"MU","5004908","Jaraguari (MS)","7187"
"MU","5005004","Jardim (MS)","26097"
"MU","5005103","Jateí (MS)","4027"
"MU","5005152","Juti (MS)","6712"
"MU","5005202","Ladário (MS)","23331"
"MU","5005251","Laguna Carapã (MS)","7341"
"MU","5005400","Maracaju (MS)","47083"
"MU","5005608","Miranda (MS)","28013"
"MU","5005681","Mundo Novo (MS)","18366"
"MU","5005707","Naviraí (MS)","54878"
"MU","5005806","Nioaque (MS)","13930"
"MU","5006002","Nova Alvorada do Sul (MS)","21882"
"MU","5006200","Nova Andradina (MS)","54374"
"MU","5006259","Novo Horizonte do Sul (MS)","3814"
"MU","5006275","Paraíso das Águas (MS)","5555"
"MU","5006309","Paranaíba (MS)","42148"
"MU","5006358","Paranhos (MS)","14228"
"MU","5006408","Pedro Gomes (MS)","7674"
"MU","5006606","Ponta Porã (MS)","92526"
"MU","5006903","Porto Murtinho (MS)","17131"
"MU","5007109","Ribas do Rio Pardo (MS)","24615"
"MU","5007208","Rio Brilhante (MS)","37514"
"MU","5007307","Rio Negro (MS)","4831"
"MU","5007406","Rio Verde de Mato Grosso (MS)","19746"
"MU","5007505","Rochedo (MS)","5499"
"MU","5007554","Santa Rita do Pardo (MS)","7851"
"MU","5007695","São Gabriel do Oeste (MS)","26771"
"MU","5007703","Sete Quedas (MS)","10791"
"MU","5007802","Selvíria (MS)","6529"
"MU","5007901","Sidrolândia (MS)","57665"
"MU","5007935","Sonora (MS)","19274"
"MU","5007950","Tacuru (MS)","11552"
"MU","5007976","Taquarussu (MS)","3588"
"MU","5008008","Terenos (MS)","21806"
"MU","5008305","Três Lagoas (MS)","121388"
"MU","5008404","Vicentina (MS)","6102"
"MU","5100102","Acorizal (MT)","5399"
"MU","5100201","Água Boa (MT)","25721"
"MU","5100250","Alta Floresta (MT)","51782"
"MU","5100300","Alto Araguaia (MT)","19044"
"MU","5100359","Alto Boa Vista (MT)","6822"
"MU","5100409","Alto Garças (MT)","12030"
"MU","5100508","Alto Paraguai (MT)","11356"
"MU","5100607","Alto Taquari (MT)","10847"
"MU","5100805","Apiacás (MT)","10133"
"MU","5101001","Araguaiana (MT)","3100"
"MU","5101209","Araguainha (MT)","935"
"MU","5101258","Araputanga (MT)","16822"
"MU","5101308","Arenápolis (MT)","9607"
"MU","5101407","Aripuanã (MT)","22354"
"MU","5101605","Barão de Melgaço (MT)","8564"
"MU","5101704","Barra do Bugres (MT)","34966"
"MU","5101803","Barra do Garças (MT)","61012"
"MU","5101852","Bom Jesus do Araguaia (MT)","6580"
"MU","5101902","Brasnorte (MT)","19695"
"MU","5102504","Cáceres (MT)","94376"
"MU","5102603","Campinápolis (MT)","15980"
"MU","5102637","Campo Novo do Parecis (MT)","35360"
"MU","5102678","Campo Verde (MT)","44041"
"MU","5102686","Campos de Júlio (MT)","6891"
"MU","5102694","Canabrava do Norte (MT)","4743"
"MU","5102702","Canarana (MT)","21579"
"MU","5102793","Carlinda (MT)","10305"
"MU","5102850","Castanheira (MT)","8729"
"MU","5103007","Chapada dos Guimarães (MT)","19752"
"MU","5103056","Cláudia (MT)","12149"
"MU","5103106","Cocalinho (MT)","5700"
"MU","5103205","Colíder (MT)","33438"
"MU","5103254","Colniza (MT)","38582"
"MU","5103304","Comodoro (MT)","20763"
"MU","5103353","Confresa (MT)","30933"
"MU","5103361","Conquista D'Oeste (MT)","4038"
"MU","5103379","Cotriguaçu (MT)","19750"
"MU","5103403","Cuiabá (MT)","612547"
"MU","5103437","Curvelândia (MT)","5219"
"MU","5103452","Denise (MT)","9462"
"MU","5103502","Diamantino (MT)","22041"
"MU","5103601","Dom Aquino (MT)","8178"
"MU","5103700","Feliz Natal (MT)","14192"
"MU","5103809","Figueirópolis D'Oeste (MT)","3494"
"MU","5103858","Gaúcha do Norte (MT)","7648"
"MU","5103908","General Carneiro (MT)","5540"
"MU","5103957","Glória D'Oeste (MT)","3026"
"MU","5104104","Guarantã do Norte (MT)","35816"
"MU","5104203","Guiratinga (MT)","15141"
"MU","5104500","Indiavaí (MT)","2752"
"MU","5104526","Ipiranga do Norte (MT)","7667"
"MU","5104542","Itanhangá (MT)","6737"
"MU","5104559","Itaúba (MT)","3802"
"MU","5104609","Itiquira (MT)","13345"
"MU","5104807","Jaciara (MT)","27776"
"MU","5104906","Jangada (MT)","8409"
"MU","5105002","Jauru (MT)","8793"
"MU","5105101","Juara (MT)","34974"
"MU","5105150","Juína (MT)","40997"
"MU","5105176","Juruena (MT)","15865"
"MU","5105200","Juscimeira (MT)","11221"
"MU","5105234","Lambari D'Oeste (MT)","6121"
"MU","5105259","Lucas do Rio Verde (MT)","65534"
"MU","5105309","Luciara (MT)","2077"
"MU","5105507","Vila Bela da Santíssima Trindade (MT)","16128"
"MU","5105580","Marcelândia (MT)","10499"
"MU","5105606","Matupá (MT)","16566"
"MU","5105622","Mirassol d'Oeste (MT)","27739"
"MU","5105903","Nobres (MT)","15336"
"MU","5106000","Nortelândia (MT)","5989"
"MU","5106109","Nossa Senhora do Livramento (MT)","13216"
"MU","5106158","Nova Bandeirantes (MT)","15288"
"MU","5106174","Nova Nazaré (MT)","3849"
"MU","5106182","Nova Lacerda (MT)","6640"
"MU","5106190","Nova Santa Helena (MT)","3718"
"MU","5106208","Nova Brasilândia (MT)","3829"
"MU","5106216","Nova Canaã do Norte (MT)","12787"
"MU","5106224","Nova Mutum (MT)","45378"
"MU","5106232","Nova Olímpia (MT)","20301"
"MU","5106240","Nova Ubiratã (MT)","11982"
"MU","5106257","Nova Xavantina (MT)","21374"
"MU","5106265","Novo Mundo (MT)","9178"
"MU","5106273","Novo Horizonte do Norte (MT)","4004"
"MU","5106281","Novo São Joaquim (MT)","5074"
"MU","5106299","Paranaíta (MT)","11225"
"MU","5106307","Paranatinga (MT)","22563"
"MU","5106315","Novo Santo Antônio (MT)","2640"
"MU","5106372","Pedra Preta (MT)","17626"
"MU","5106422","Peixoto de Azevedo (MT)","34976"
"MU","5106455","Planalto da Serra (MT)","2662"
"MU","5106505","Poconé (MT)","32843"
"MU","5106653","Pontal do Araguaia (MT)","6711"
"MU","5106703","Ponte Branca (MT)","1576"
"MU","5106752","Pontes e Lacerda (MT)","45436"
"MU","5106778","Porto Alegre do Norte (MT)","12517"
"MU","5106802","Porto dos Gaúchos (MT)","5410"
"MU","5106828","Porto Esperidião (MT)","12017"
"MU","5106851","Porto Estrela (MT)","2963"
"MU","5107008","Poxoréu (MT)","16219"
"MU","5107040","Primavera do Leste (MT)","62019"
"MU","5107065","Querência (MT)","17479"
"MU","5107107","São José dos Quatro Marcos (MT)","18906"
"MU","5107156","Reserva do Cabaçal (MT)","2732"
"MU","5107180","Ribeirão Cascalheira (MT)","10206"
"MU","5107198","Ribeirãozinho (MT)","2405"
"MU","5107206","Rio Branco (MT)","5156"
"MU","5107248","Santa Carmem (MT)","4525"
"MU","5107263","Santo Afonso (MT)","3146"
"MU","5107297","São José do Povo (MT)","4063"
"MU","5107305","São José do Rio Claro (MT)","20664"
"MU","5107354","São José do Xingu (MT)","5595"
"MU","5107404","São Pedro da Cipa (MT)","4727"
"MU","5107578","Rondolândia (MT)","4001"
"MU","5107602","Rondonópolis (MT)","232491"
"MU","5107701","Rosário Oeste (MT)","17151"
"MU","5107743","Santa Cruz do Xingu (MT)","2564"
"MU","5107750","Salto do Céu (MT)","3365"
"MU","5107768","Santa Rita do Trivelato (MT)","3429"
"MU","5107776","Santa Terezinha (MT)","8371"
"MU","5107792","Santo Antônio do Leste (MT)","5174"
"MU","5107800","Santo Antônio do Leverger (MT)","16628"
"MU","5107859","São Félix do Araguaia (MT)","11708"
"MU","5107875","Sapezal (MT)","25881"
"MU","5107883","Serra Nova Dourada (MT)","1650"
"MU","5107909","Sinop (MT)","142996"
"MU","5107925","Sorriso (MT)","90313"
"MU","5107941","Tabaporã (MT)","9489"
"MU","5107958","Tangará da Serra (MT)","103750"
"MU","5108006","Tapurah (MT)","13705"
"MU","5108055","Terra Nova do Norte (MT)","9667"
"MU","5108105","Tesouro (MT)","3805"
"MU","5108204","Torixoréu (MT)","3609"
"MU","5108303","União do Sul (MT)","3525"
"MU","5108352","Vale de São Domingos (MT)","3127"
"MU","5108402","Várzea Grande (MT)","284971"
"MU","5108501","Vera (MT)","11309"
"MU","5108600","Vila Rica (MT)","26037"
"MU","5108808","Nova Guarita (MT)","4519"
"MU","5108857","Nova Marilândia (MT)","3278"
"MU","5108907","Nova Maringá (MT)","8641"
"MU","5108956","Nova Monte Verde (MT)","9178"
"MU","5200050","Abadia de Goiás (GO)","8773"
"MU","5200100","Abadiânia (GO)","20042"
"MU","5200134","Acreúna (GO)","22366"
"MU","5200159","Adelândia (GO)","2516"
"MU","5200175","Água Fria de Goiás (GO)","5735"
"MU","5200209","Água Limpa (GO)","1850"
"MU","5200258","Águas Lindas de Goiás (GO)","212440"
"MU","5200308","Alexânia (GO)","27653"
"MU","5200506","Aloândia (GO)","1995"
"MU","5200555","Alto Horizonte (GO)","6414"
"MU","5200605","Alto Paraíso de Goiás (GO)","7624"
"MU","5200803","Alvorada do Norte (GO)","8660"
"MU","5200829","Amaralina (GO)","3812"
"MU","5200852","Americano do Brasil (GO)","6111"
"MU","5200902","Amorinópolis (GO)","3126"
"MU","5201108","Anápolis (GO)","386923"
"MU","5201207","Anhanguera (GO)","1149"
"MU","5201306","Anicuns (GO)","21850"
"MU","5201405","Aparecida de Goiânia (GO)","578179"
"MU","5201454","Aparecida do Rio Doce (GO)","2474"
"MU","5201504","Aporé (GO)","4198"
"MU","5201603","Araçu (GO)","3522"
"MU","5201702","Aragarças (GO)","20118"
"MU","5201801","Aragoiânia (GO)","10308"
"MU","5202155","Araguapaz (GO)","7770"
"MU","5202353","Arenópolis (GO)","2612"
"MU","5202502","Aruanã (GO)","9875"
"MU","5202601","Aurilândia (GO)","3120"
"MU","5202809","Avelinópolis (GO)","2417"
"MU","5203104","Baliza (GO)","5138"
"MU","5203203","Barro Alto (GO)","11167"
"MU","5203302","Bela Vista de Goiás (GO)","29975"
"MU","5203401","Bom Jardim de Goiás (GO)","8841"
"MU","5203500","Bom Jesus de Goiás (GO)","25216"
"MU","5203559","Bonfinópolis (GO)","9706"
"MU","5203575","Bonópolis (GO)","4405"
"MU","5203609","Brazabrantes (GO)","3703"
"MU","5203807","Britânia (GO)","5779"
"MU","5203906","Buriti Alegre (GO)","9459"
"MU","5203939","Buriti de Goiás (GO)","2488"
"MU","5203962","Buritinópolis (GO)","3292"
"MU","5204003","Cabeceiras (GO)","7993"
"MU","5204102","Cachoeira Alta (GO)","12484"
"MU","5204201","Cachoeira de Goiás (GO)","1351"
"MU","5204250","Cachoeira Dourada (GO)","8067"
"MU","5204300","Caçu (GO)","16009"
"MU","5204409","Caiapônia (GO)","18913"
"MU","5204508","Caldas Novas (GO)","91162"
"MU","5204557","Caldazinha (GO)","3804"
"MU","5204607","Campestre de Goiás (GO)","3630"
"MU","5204656","Campinaçu (GO)","3640"
"MU","5204706","Campinorte (GO)","12626"
"MU","5204805","Campo Alegre de Goiás (GO)","7589"
"MU","5204854","Campo Limpo de Goiás (GO)","7789"
"MU","5204904","Campos Belos (GO)","19887"
"MU","5204953","Campos Verdes (GO)","2141"
"MU","5205000","Carmo do Rio Verde (GO)","10082"
"MU","5205059","Castelândia (GO)","3435"
"MU","5205109","Catalão (GO)","108823"
"MU","5205208","Caturaí (GO)","5070"
"MU","5205307","Cavalcante (GO)","9709"
"MU","5205406","Ceres (GO)","22191"
"MU","5205455","Cezarina (GO)","8606"
"MU","5205471","Chapadão do Céu (GO)","10167"
"MU","5205497","Cidade Ocidental (GO)","71376"
"MU","5205513","Cocalzinho de Goiás (GO)","20240"
"MU","5205521","Colinas do Sul (GO)","3382"
"MU","5205703","Córrego do Ouro (GO)","2327"
"MU","5205802","Corumbá de Goiás (GO)","11110"
"MU","5205901","Corumbaíba (GO)","9723"
"MU","5206206","Cristalina (GO)","58997"
"MU","5206305","Cristianópolis (GO)","2966"
"MU","5206404","Crixás (GO)","16949"
"MU","5206503","Cromínia (GO)","3486"
"MU","5206602","Cumari (GO)","2854"
"MU","5206701","Damianópolis (GO)","3311"
"MU","5206800","Damolândia (GO)","2938"
"MU","5206909","Davinópolis (GO)","2094"
"MU","5207105","Diorama (GO)","2484"
"MU","5207253","Doverlândia (GO)","7322"
"MU","5207352","Edealina (GO)","3699"
"MU","5207402","Edéia (GO)","12372"
"MU","5207501","Estrela do Norte (GO)","3275"
"MU","5207535","Faina (GO)","6627"
"MU","5207600","Fazenda Nova (GO)","5637"
"MU","5207808","Firminópolis (GO)","13292"
"MU","5207907","Flores de Goiás (GO)","16557"
"MU","5208004","Formosa (GO)","121617"
"MU","5208103","Formoso (GO)","4248"
"MU","5208152","Gameleira de Goiás (GO)","3818"
"MU","5208301","Divinópolis de Goiás (GO)","4804"
"MU","5208400","Goianápolis (GO)","11231"
"MU","5208509","Goiandira (GO)","5600"
"MU","5208608","Goianésia (GO)","70084"
"MU","5208707","Goiânia (GO)","1516113"
"MU","5208806","Goianira (GO)","44289"
"MU","5208905","Goiás (GO)","22645"
"MU","5209101","Goiatuba (GO)","34095"
"MU","5209150","Gouvelândia (GO)","5898"
"MU","5209200","Guapó (GO)","14209"
"MU","5209291","Guaraíta (GO)","1996"
"MU","5209408","Guarani de Goiás (GO)","3893"
"MU","5209457","Guarinos (GO)","1794"
"MU","5209606","Heitoraí (GO)","3724"
"MU","5209705","Hidrolândia (GO)","21706"
"MU","5209804","Hidrolina (GO)","3564"
"MU","5209903","Iaciara (GO)","13947"
"MU","5209937","Inaciolândia (GO)","6194"
"MU","5209952","Indiara (GO)","15611"
"MU","5210000","Inhumas (GO)","52866"
"MU","5210109","Ipameri (GO)","26985"
"MU","5210158","Ipiranga de Goiás (GO)","2893"
"MU","5210208","Iporá (GO)","31531"
"MU","5210307","Israelândia (GO)","2800"
"MU","5210406","Itaberaí (GO)","42900"
"MU","5210562","Itaguari (GO)","4676"
"MU","5210604","Itaguaru (GO)","5237"
"MU","5210802","Itajá (GO)","4539"
"MU","5210901","Itapaci (GO)","22981"
"MU","5211008","Itapirapuã (GO)","4997"
"MU","5211206","Itapuranga (GO)","25768"
"MU","5211305","Itarumã (GO)","7178"
"MU","5211404","Itauçu (GO)","8938"
"MU","5211503","Itumbiara (GO)","104742"
"MU","5211602","Ivolândia (GO)","2370"
"MU","5211701","Jandaia (GO)","6048"
"MU","5211800","Jaraguá (GO)","50511"
"MU","5211909","Jataí (GO)","100882"
"MU","5212006","Jaupaci (GO)","2879"
"MU","5212055","Jesúpolis (GO)","2490"
"MU","5212105","Joviânia (GO)","7387"
"MU","5212204","Jussara (GO)","18478"
"MU","5212253","Lagoa Santa (GO)","1588"
"MU","5212303","Leopoldo de Bulhões (GO)","7647"
"MU","5212501","Luziânia (GO)","208299"
"MU","5212600","Mairipotaba (GO)","2368"
"MU","5212709","Mambaí (GO)","8882"
"MU","5212808","Mara Rosa (GO)","9503"
"MU","5212907","Marzagão (GO)","2236"
"MU","5212956","Matrinchã (GO)","4351"
"MU","5213004","Maurilândia (GO)","14080"
"MU","5213053","Mimoso de Goiás (GO)","2597"
"MU","5213087","Minaçu (GO)","29070"
"MU","5213103","Mineiros (GO)","66801"
"MU","5213400","Moiporá (GO)","1529"
"MU","5213509","Monte Alegre de Goiás (GO)","8606"
"MU","5213707","Montes Claros de Goiás (GO)","8055"
"MU","5213756","Montividiu (GO)","13396"
"MU","5213772","Montividiu do Norte (GO)","4479"
"MU","5213806","Morrinhos (GO)","46136"
"MU","5213855","Morro Agudo de Goiás (GO)","2248"
"MU","5213905","Mossâmedes (GO)","4290"
"MU","5214002","Mozarlândia (GO)","15659"
"MU","5214051","Mundo Novo (GO)","4887"
"MU","5214101","Mutunópolis (GO)","3778"
"MU","5214408","Nazário (GO)","9142"
"MU","5214507","Nerópolis (GO)","29850"
"MU","5214606","Niquelândia (GO)","46388"
"MU","5214705","Nova América (GO)","2352"
"MU","5214804","Nova Aurora (GO)","2210"
"MU","5214838","Nova Crixás (GO)","12869"
"MU","5214861","Nova Glória (GO)","8164"
"MU","5214879","Nova Iguaçu de Goiás (GO)","2929"
"MU","5214903","Nova Roma (GO)","3264"
"MU","5215009","Nova Veneza (GO)","9853"
"MU","5215207","Novo Brasil (GO)","2913"
"MU","5215231","Novo Gama (GO)","115711"
"MU","5215256","Novo Planalto (GO)","4495"
"MU","5215306","Orizona (GO)","15615"
"MU","5215405","Ouro Verde de Goiás (GO)","3759"
"MU","5215504","Ouvidor (GO)","6667"
"MU","5215603","Padre Bernardo (GO)","33835"
"MU","5215652","Palestina de Goiás (GO)","3464"
"MU","5215702","Palmeiras de Goiás (GO)","28858"
"MU","5215801","Palmelo (GO)","2381"
"MU","5215900","Palminópolis (GO)","3585"
"MU","5216007","Panamá (GO)","2615"
"MU","5216304","Paranaiguara (GO)","10057"
"MU","5216403","Paraúna (GO)","10988"
"MU","5216452","Perolândia (GO)","3129"
